category,metric,row_type,period_idx,period_label,excel_value,python_value,delta,delta_pct,excel_source,python_source,confidence,notes
Free Cash Flow,FCF for Banks,Python,27,Y14H2,5240.4,4636.8,-603.6,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,27,Y14H2,5240.4,4636.8,-603.6,-0.1152,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,28,Y15H1,6191.8,6187.8,-4.0,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,28,Y15H1,6191.8,6187.8,-4.0,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,28,Y15H1,6191.8,6187.8,-4.0,-0.0006,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,29,Y15H2,5175.3,4549.0,-626.3,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,29,Y15H2,5175.3,4549.0,-626.3,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,29,Y15H2,5175.3,4549.0,-626.3,-0.1210,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,30,Y16H1,6212.3,6221.8,9.5,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,30,Y16H1,6212.3,6221.8,9.5,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,30,Y16H1,6212.3,6221.8,9.5,0.0015,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,31,Y16H2,5090.8,4473.2,-617.5,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,31,Y16H2,5090.8,4473.2,-617.5,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,31,Y16H2,5090.8,4473.2,-617.5,-0.1213,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,32,Y17H1,6422.3,6419.5,-2.8,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,32,Y17H1,6422.3,6419.5,-2.8,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,32,Y17H1,6422.3,6419.5,-2.8,-0.0004,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,33,Y17H2,5092.5,4466.9,-625.6,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,33,Y17H2,5092.5,4466.9,-625.6,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,33,Y17H2,5092.5,4466.9,-625.6,-0.1228,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,34,Y18H1,6585.9,6570.3,-15.7,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,34,Y18H1,6585.9,6570.3,-15.7,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,34,Y18H1,6585.9,6570.3,-15.7,-0.0024,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,35,Y18H2,5050.2,4416.2,-634.0,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,35,Y18H2,5050.2,4416.2,-634.0,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,35,Y18H2,5050.2,4416.2,-634.0,-0.1255,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,36,Y19H1,6765.1,6735.9,-29.2,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,36,Y19H1,6765.1,6735.9,-29.2,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,36,Y19H1,6765.1,6735.9,-29.2,-0.0043,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,37,Y19H2,5028.2,4385.5,-642.7,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,37,Y19H2,5028.2,4385.5,-642.7,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,37,Y19H2,5028.2,4385.5,-642.7,-0.1278,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,38,Y20H1,6911.8,6868.6,-43.2,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,38,Y20H1,6911.8,6868.6,-43.2,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,38,Y20H1,6911.8,6868.6,-43.2,-0.0063,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,39,Y20H2,5155.1,4503.1,-652.0,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,39,Y20H2,5155.1,4503.1,-652.0,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,39,Y20H2,5155.1,4503.1,-652.0,-0.1265,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,40,Y21H1,7037.2,7018.6,-18.6,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,40,Y21H1,7037.2,7018.6,-18.6,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,40,Y21H1,7037.2,7018.6,-18.6,-0.0026,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,41,Y21H2,4599.5,4601.1,1.6,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,41,Y21H2,4599.5,4601.1,1.6,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,41,Y21H2,4599.5,4601.1,1.6,0.0004,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,42,Y22H1,7202.3,7168.2,-34.1,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,42,Y22H1,7202.3,7168.2,-34.1,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,42,Y22H1,7202.3,7168.2,-34.1,-0.0047,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,43,Y22H2,4707.4,4698.9,-8.5,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,43,Y22H2,4707.4,4698.9,-8.5,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,43,Y22H2,4707.4,4698.9,-8.5,-0.0018,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,44,Y23H1,7426.0,7375.6,-50.4,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,44,Y23H1,7426.0,7375.6,-50.4,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,44,Y23H1,7426.0,7375.6,-50.4,-0.0068,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,45,Y23H2,4819.6,4800.7,-18.9,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,45,Y23H2,4819.6,4800.7,-18.9,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,45,Y23H2,4819.6,4800.7,-18.9,-0.0039,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,46,Y24H1,7552.5,7485.2,-67.3,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,46,Y24H1,7552.5,7485.2,-67.3,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,46,Y24H1,7552.5,7485.2,-67.3,-0.0089,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,47,Y24H2,4936.2,4906.1,-30.2,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,47,Y24H2,4936.2,4906.1,-30.2,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,47,Y24H2,4936.2,4906.1,-30.2,-0.0061,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,48,Y25H1,7701.5,7616.4,-85.1,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,48,Y25H1,7701.5,7616.4,-85.1,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,48,Y25H1,7701.5,7616.4,-85.1,-0.0110,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,49,Y25H2,5033.7,4991.9,-41.8,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,49,Y25H2,5033.7,4991.9,-41.8,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,49,Y25H2,5033.7,4991.9,-41.8,-0.0083,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,50,Y26H1,7870.7,7804.7,-65.9,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,50,Y26H1,7870.7,7804.7,-65.9,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,50,Y26H1,7870.7,7804.7,-65.9,-0.0084,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,51,Y26H2,5144.2,5114.9,-29.3,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,51,Y26H2,5144.2,5114.9,-29.3,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,51,Y26H2,5144.2,5114.9,-29.3,-0.0057,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,52,Y27H1,8037.6,7951.8,-85.8,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,52,Y27H1,8037.6,7951.8,-85.8,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,52,Y27H1,8037.6,7951.8,-85.8,-0.0107,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,53,Y27H2,5216.5,5174.6,-41.8,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,53,Y27H2,5216.5,5174.6,-41.8,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,53,Y27H2,5216.5,5174.6,-41.8,-0.0080,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,54,Y28H1,8123.2,8017.1,-106.1,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,54,Y28H1,8123.2,8017.1,-106.1,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,54,Y28H1,8123.2,8017.1,-106.1,-0.0131,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,55,Y28H2,5309.2,5253.7,-55.5,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,55,Y28H2,5309.2,5253.7,-55.5,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,55,Y28H2,5309.2,5253.7,-55.5,-0.0105,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,56,Y29H1,8221.4,8093.7,-127.7,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,56,Y29H1,8221.4,8093.7,-127.7,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,56,Y29H1,8221.4,8093.7,-127.7,-0.0155,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,57,Y29H2,5373.4,5303.8,-69.6,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,57,Y29H2,5373.4,5303.8,-69.6,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,57,Y29H2,5373.4,5303.8,-69.6,-0.0130,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,58,Y30H1,8264.4,8114.1,-150.3,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,58,Y30H1,8264.4,8114.1,-150.3,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,58,Y30H1,8264.4,8114.1,-150.3,-0.0182,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Excel,59,Y30H2,5401.6,5317.1,-84.5,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Python,59,Y30H2,5401.6,5317.1,-84.5,0.0000,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Banks,Delta,59,Y30H2,5401.6,5317.1,-84.5,-0.0156,CF!free_cash_flow_for_banks_keur,result.periods[i].cf_after_tax_keur,approximate,Python uses cf_after_tax_keur as proxy
Free Cash Flow,FCF for Distribution,Excel,0,Y01H1,953.8,1081.1,127.3,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Python,0,Y01H1,953.8,1081.1,127.3,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Delta,0,Y01H1,953.8,1081.1,127.3,0.1334,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Excel,1,Y01H2,969.6,1099.0,129.4,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Python,1,Y01H2,969.6,1099.0,129.4,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Delta,1,Y01H2,969.6,1099.0,129.4,0.1334,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Excel,2,Y02H1,967.0,1093.5,126.5,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Python,2,Y02H1,967.0,1093.5,126.5,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Delta,2,Y02H1,967.0,1093.5,126.5,0.1308,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Excel,3,Y02H2,983.0,1111.6,128.6,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Python,3,Y02H2,983.0,1111.6,128.6,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Delta,3,Y02H2,983.0,1111.6,128.6,0.1308,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Excel,4,Y03H1,976.2,1109.3,133.1,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Python,4,Y03H1,976.2,1109.3,133.1,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Delta,4,Y03H1,976.2,1109.3,133.1,0.1364,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Excel,5,Y03H2,987.0,1121.5,134.6,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Python,5,Y03H2,987.0,1121.5,134.6,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Delta,5,Y03H2,987.0,1121.5,134.6,0.1364,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Excel,6,Y04H1,987.5,1119.5,132.0,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Python,6,Y04H1,987.5,1119.5,132.0,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Delta,6,Y04H1,987.5,1119.5,132.0,0.1336,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Excel,7,Y04H2,1003.9,1138.0,134.1,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Python,7,Y04H2,1003.9,1138.0,134.1,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Delta,7,Y04H2,1003.9,1138.0,134.1,0.1336,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Excel,8,Y05H1,999.8,1130.3,130.5,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Python,8,Y05H1,999.8,1130.3,130.5,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Delta,8,Y05H1,999.8,1130.3,130.5,0.1306,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Excel,9,Y05H2,1016.4,1149.1,132.7,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Python,9,Y05H2,1016.4,1149.1,132.7,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Delta,9,Y05H2,1016.4,1149.1,132.7,0.1306,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Excel,10,Y06H1,1010.1,1152.2,142.1,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Python,10,Y06H1,1010.1,1152.2,142.1,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Delta,10,Y06H1,1010.1,1152.2,142.1,0.1407,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Excel,11,Y06H2,1026.8,1171.3,144.5,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
Free Cash Flow,FCF for Distribution,Python,11,Y06H2,1026.8,1171.3,144.5,0.0000,CF!free_cash_flow_for_distribution_keur,result.periods[i].r98_distribution_account_keur,approximate,
