project,flag_combo,period,operating_period_index,runtime_distribution_keur,da_paid_distribution_keur,delta_keur,delta_pct,classification,gates_passed,runtime_authoritative,r99_blocked,r102_blocked,dscr_passed,lockup_passed,oborovo_passed,blocked_reason,validation_error,notes
TUHO-WIND-1,deprec_canonical,23,23,3401.30,0.00,-3401.30,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,24,24,3667.64,0.00,-3667.64,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,25,25,3474.37,0.00,-3474.37,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,26,26,6140.28,0.00,-6140.28,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,27,27,5736.64,0.00,-5736.64,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,28,28,6115.46,0.00,-6115.46,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,29,29,5713.92,0.00,-5713.92,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,30,30,6187.85,0.00,-6187.85,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,31,31,5748.72,0.00,-5748.72,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,32,32,6221.79,0.00,-6221.79,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,33,33,5811.21,0.00,-5811.21,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,34,34,6419.49,0.00,-6419.49,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,35,35,5992.09,0.00,-5992.09,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,36,36,6570.29,0.00,-6570.29,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,37,37,6130.06,0.00,-6130.06,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,38,38,6735.89,0.00,-6735.89,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,39,39,6247.38,0.00,-6247.38,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,40,40,6868.64,0.00,-6868.64,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,41,41,6403.02,0.00,-6403.02,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,42,42,7018.60,0.00,-7018.60,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,43,43,6540.23,0.00,-6540.23,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,44,44,7168.19,0.00,-7168.19,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,45,45,6677.09,0.00,-6677.09,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,46,46,7375.59,0.00,-7375.59,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,47,47,6829.44,0.00,-6829.44,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,48,48,7485.20,0.00,-7485.20,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,49,49,6967.13,0.00,-6967.13,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,50,50,7616.44,0.00,-7616.44,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,51,51,7087.20,0.00,-7087.20,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,52,52,7804.73,0.00,-7804.73,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,53,53,7259.47,0.00,-7259.47,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,54,54,7951.81,0.00,-7951.81,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,55,55,7353.73,0.00,-7353.73,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,56,56,8017.06,0.00,-8017.06,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,57,57,7453.74,0.00,-7453.74,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,58,58,8093.73,0.00,-8093.73,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,59,59,7523.88,0.00,-7523.88,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,60,60,8114.09,0.00,-8114.09,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,61,61,7542.51,0.00,-7542.51,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,deprec_canonical,62,62,56.12,0.00,-56.12,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,2,2,3070.19,0.00,-3070.19,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,3,3,3121.08,0.00,-3121.08,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,4,4,3105.37,0.00,-3105.37,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,5,5,3156.84,0.00,-3156.84,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,6,6,3150.43,0.00,-3150.43,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,7,7,3185.05,0.00,-3185.05,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,8,8,3179.22,0.00,-3179.22,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,9,9,3231.91,0.00,-3231.91,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,10,10,3210.04,0.00,-3210.04,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,11,11,3263.25,0.00,-3263.25,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,12,12,3272.21,0.00,-3272.21,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,13,13,3326.44,0.00,-3326.44,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,14,14,3341.23,0.00,-3341.23,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,15,15,3158.61,0.00,-3158.61,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,16,16,3396.59,0.00,-3396.59,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,17,17,3226.38,0.00,-3226.38,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,18,18,3466.06,0.00,-3466.06,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,19,19,3289.95,0.00,-3289.95,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,20,20,3533.18,0.00,-3533.18,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,21,21,3351.36,0.00,-3351.36,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,22,22,3607.95,0.00,-3607.95,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,23,23,3401.30,0.00,-3401.30,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,24,24,3667.64,0.00,-3667.64,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,25,25,3474.37,0.00,-3474.37,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,26,26,6140.28,0.00,-6140.28,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,27,27,5736.64,0.00,-5736.64,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,28,28,6115.46,0.00,-6115.46,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,29,29,5713.92,0.00,-5713.92,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,30,30,6187.85,0.00,-6187.85,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,31,31,5748.72,0.00,-5748.72,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,32,32,6221.79,0.00,-6221.79,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,33,33,5811.21,0.00,-5811.21,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,34,34,6419.49,0.00,-6419.49,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,35,35,5992.09,0.00,-5992.09,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,36,36,6570.29,0.00,-6570.29,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,37,37,6130.06,0.00,-6130.06,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,38,38,6735.89,0.00,-6735.89,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,39,39,6247.38,0.00,-6247.38,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,40,40,6868.64,0.00,-6868.64,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,41,41,6403.02,0.00,-6403.02,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,42,42,7018.60,0.00,-7018.60,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,43,43,6540.23,0.00,-6540.23,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,44,44,7168.19,0.00,-7168.19,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,45,45,6677.09,0.00,-6677.09,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,46,46,7375.59,0.00,-7375.59,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,47,47,6829.44,0.00,-6829.44,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,48,48,7485.20,0.00,-7485.20,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,49,49,6967.13,0.00,-6967.13,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,50,50,7616.44,0.00,-7616.44,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,51,51,7087.20,0.00,-7087.20,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,52,52,7804.73,0.00,-7804.73,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,53,53,7259.47,0.00,-7259.47,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,54,54,7951.81,0.00,-7951.81,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,55,55,7353.73,0.00,-7353.73,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,56,56,8017.06,0.00,-8017.06,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,57,57,7453.74,0.00,-7453.74,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,58,58,8093.73,0.00,-8093.73,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,59,59,7523.88,0.00,-7523.88,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,60,60,8114.09,0.00,-8114.09,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,61,61,7542.51,0.00,-7542.51,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,shl+deprec,62,62,56.12,0.00,-56.12,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,2,2,3070.19,0.00,-3070.19,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,3,3,3121.08,0.00,-3121.08,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,4,4,3105.37,0.00,-3105.37,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,5,5,3156.84,0.00,-3156.84,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,6,6,3150.43,0.00,-3150.43,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,7,7,3185.05,0.00,-3185.05,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,8,8,3179.22,0.00,-3179.22,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,9,9,3231.91,0.00,-3231.91,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,10,10,3210.04,0.00,-3210.04,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,11,11,3263.25,0.00,-3263.25,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,12,12,3272.21,0.00,-3272.21,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,13,13,3326.44,0.00,-3326.44,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,14,14,3341.23,0.00,-3341.23,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,False,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,15,15,3158.61,0.00,-3158.61,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,16,16,3396.59,0.00,-3396.59,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,17,17,3226.38,0.00,-3226.38,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,18,18,3466.06,0.00,-3466.06,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,19,19,3289.95,0.00,-3289.95,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,20,20,3533.18,0.00,-3533.18,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,21,21,3351.36,0.00,-3351.36,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,22,22,3607.95,0.00,-3607.95,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,23,23,3401.30,0.00,-3401.30,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,24,24,3667.64,0.00,-3667.64,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,25,25,3474.37,0.00,-3474.37,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,26,26,6140.28,0.00,-6140.28,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,27,27,5736.64,0.00,-5736.64,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,28,28,6115.46,0.00,-6115.46,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,29,29,5713.92,0.00,-5713.92,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,30,30,6187.85,0.00,-6187.85,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,31,31,5748.72,0.00,-5748.72,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,32,32,6221.79,0.00,-6221.79,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,33,33,5811.21,0.00,-5811.21,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,34,34,6419.49,0.00,-6419.49,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,35,35,5992.09,0.00,-5992.09,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,36,36,6570.29,0.00,-6570.29,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,37,37,6130.06,0.00,-6130.06,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,38,38,6735.89,0.00,-6735.89,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,39,39,6247.38,0.00,-6247.38,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,40,40,6868.64,0.00,-6868.64,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,41,41,6403.02,0.00,-6403.02,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
TUHO-WIND-1,tax_bridge,42,42,7018.60,0.00,-7018.60,100.0000,EXPECTED_GATE_DIFFERENCE,False,True,True,True,True,True,True,R99 gate not promoted to runtime — audit-only,,
