label,used_in,surface_type,occurrence_count,authoritative_meaning,notes
BLOCKED,docs/phase9_r99_r102_runtime_flag_design_review.md,docs,15,current semantics,
BLOCKED,docs/phase9_r99_r102_runtime_wiring_design.md,docs,25,current semantics,
BLOCKED,docs/phase9_shl_balance_tracking_investigation.md,docs,1,current semantics,
BLOCKED,docs/phase9_shl_r102_runtime_wiring.md,docs,3,current semantics,
BLOCKED,docs/phase9_shl_r102_runtime_wiring_design.md,docs,8,current semantics,
BLOCKED,docs/phase9_sponsor_cashflows_double_count_fix.md,docs,1,current semantics,
BLOCKED,docs/phase9_sponsor_distribution_handoff_design.md,docs,8,current semantics,
BLOCKED,docs/phase9_sponsor_distribution_handoff_implementation.md,docs,5,current semantics,
BLOCKED,docs/phase9_tuho_calibration_deep_dive.md,docs,6,current semantics,
BLOCKED,docs/phase9_tuho_equity_irr_excel_extraction.md,docs,1,current semantics,
BLOCKED,docs/phase9_tuho_equity_irr_excel_source_map.md,docs,3,current semantics,
BLOCKED,docs/phase9_tuho_equity_irr_shl_mechanics_discovery.md,docs,1,current semantics,
BLOCKED,docs/phase9_tuho_equity_irr_xirr_horizon_alignment_investigation.md,docs,1,current semantics,
BLOCKED,docs/phase9_tuho_full_line_item_horizontal_review_workbook.md,docs,2,current semantics,
BLOCKED,docs/phase9_tuho_full_line_item_parity_pack.md,docs,5,current semantics,
BLOCKED,docs/phase9_tuho_full_semester_horizontal_parity_workbook.md,docs,4,current semantics,
BLOCKED,docs/phase9_tuho_oborovo_calibration_review.md,docs,6,current semantics,
BLOCKED,docs/phase9_tuho_shl_repayment_trigger_alignment_design.md,docs,3,current semantics,
BLOCKED,docs/phase9_tuho_shl_repayment_trigger_alignment_implementation.md,docs,2,current semantics,
BLOCKED,docs/phase9_tuho_shl_repayment_trigger_investigation.md,docs,2,current semantics,
BLOCKED,docs/phase_c3_construction_parity_snapshot_design.md,docs,5,current semantics,
BLOCKED,docs/phase_c8_layer5_runtime_seam_design_gate.md,docs,1,current semantics,
BLOCKED,docs/phase_d2_depreciation_flag_discipline.md,docs,2,current semantics,
BLOCKED,docs/phase_depreciation_stack_closure_review.md,docs,2,current semantics,
BLOCKED,docs/phase_pilot_readiness_gap_analysis.md,docs,1,current semantics,
BLOCKED,docs/pilot_launch_handoff_checklist.md,docs,1,current semantics,
BLOCKED,docs/pilot_operations_weekly_checklist.md,docs,1,current semantics,
BLOCKED,docs/pilot_rc_readiness_checklist.md,docs,1,current semantics,
BLOCKED,docs/pilot_ux_walkthrough_checklist.md,docs,1,current semantics,
BLOCKED,docs/targeted_cleanup_test_pack.md,docs,1,current semantics,
BLOCKED,main_web.py,main_web.py,10,current semantics,
BLOCKED,reports/phase10_human_readable_calibration_source_map.csv,reports,1,current semantics,
BLOCKED,reports/phase10_human_readable_calibration_summary.csv,reports,1,current semantics,
BLOCKED,reports/phase12_closeout_cleanup_summary.csv,reports,1,current semantics,
BLOCKED,reports/phase12_governance_escalation_hierarchy.csv,reports,1,current semantics,
BLOCKED,reports/phase12_governance_label_usage_matrix.csv,reports,558,current semantics,
BLOCKED,reports/phase12_governance_semantics_dictionary.csv,reports,1,current semantics,
BLOCKED,reports/phase13_editable_grid_regression_inventory.csv,reports,1,current semantics,
BLOCKED,reports/phase14_closeout_authority_boundary_matrix.csv,reports,1,current semantics,
BLOCKED,reports/phase14_cover_note_no_claims_matrix.csv,reports,1,current semantics,
BLOCKED,reports/phase14_export_action_semantics.csv,reports,3,current semantics,
BLOCKED,reports/phase14_export_lineage_guardrail_matrix.csv,reports,1,current semantics,
BLOCKED,reports/phase14_export_provenance_field_matrix.csv,reports,1,current semantics,
BLOCKED,reports/phase14_reviewer_cover_note_matrix.csv,reports,2,current semantics,
BLOCKED,reports/phase14_scenario_compare_guardrail_matrix.csv,reports,1,current semantics,
BLOCKED,reports/phase14_workbook_interpretation_notes.csv,reports,1,current semantics,
BLOCKED,reports/phase14b_publish_guardrail_checklist.csv,reports,1,current semantics,
BLOCKED,reports/phase14c_known_limitations_and_no_claims.csv,reports,1,current semantics,
BLOCKED,reports/phase14c_pilot_safe_workflow_inventory.csv,reports,1,current semantics,
BLOCKED,reports/phase14c_product_maturity_scorecard.csv,reports,1,current semantics,
BLOCKED,reports/phase15_e2e_authority_boundary_matrix.csv,reports,1,current semantics,
BLOCKED,reports/phase15_e2e_workflow_matrix.csv,reports,1,current semantics,
BLOCKED,reports/phase15_governance_status_interpretation.csv,reports,2,current semantics,
BLOCKED,reports/phase15_institutional_workbook_numeric_mapping.csv,reports,1,current semantics,
BLOCKED,reports/phase15_pilot_feedback_issue_template.csv,reports,1,current semantics,
BLOCKED,reports/phase15_pilot_feedback_triage_workflow.csv,reports,1,current semantics,
BLOCKED,reports/phase15_pilot_readiness_scorecard.csv,reports,1,current semantics,
BLOCKED,reports/phase15_pilot_smoke_test_checklist.csv,reports,1,current semantics,
BLOCKED,reports/phase15_remaining_limitations_no_claims.csv,reports,1,current semantics,
BLOCKED,reports/phase15_reviewer_handoff_no_claims.csv,reports,1,current semantics,
BLOCKED,reports/phase15_reviewer_issue_template.csv,reports,1,current semantics,
BLOCKED,reports/phase16_csp_security_tradeoff_register.csv,reports,1,current semantics,
BLOCKED,reports/phase16_pilot_feedback_issue_log.csv,reports,1,current semantics,
BLOCKED,reports/phase16_pilot_session_execution_matrix.csv,reports,1,current semantics,
BLOCKED,reports/phase17_ui_status_badge_inventory.csv,reports,1,current semantics,
BLOCKED,reports/phase18_live_browser_smoke_matrix.csv,reports,1,current semantics,
BLOCKED,reports/phase19_live_workbook_download_matrix.csv,reports,1,current semantics,
BLOCKED,reports/phase6_tax_validation_summary.csv,reports,2,current semantics,
BLOCKED,reports/phase7_closeout_pr_inventory.csv,reports,1,current semantics,
BLOCKED,reports/phase7_model_stack_module_status.csv,reports,2,current semantics,
BLOCKED,reports/phase7_model_stack_validation_summary.csv,reports,6,current semantics,
BLOCKED,reports/phase7_runtime_stack_inventory.csv,reports,3,current semantics,
BLOCKED,reports/phase8_cross_module_validation_matrix.csv,reports,20,current semantics,
BLOCKED,reports/phase8_depreciation_canonical_wiring_flag_comparison.csv,reports,4,current semantics,
BLOCKED,reports/phase8_r99_r102_prepromotion_gate_matrix.csv,reports,3,current semantics,
BLOCKED,reports/phase8_runtime_adapter_inventory.csv,reports,8,current semantics,
BLOCKED,reports/phase8_shl_wiring_flag_comparison.csv,reports,4,current semantics,
BLOCKED,reports/phase9_5_excel_like_workspace_wireframe.html,reports,2,current semantics,
BLOCKED,reports/phase9_5_ui_closeout_checklist.csv,reports,2,current semantics,
BLOCKED,reports/phase9_5_ui_navigation_architecture.csv,reports,2,current semantics,
BLOCKED,reports/phase9_5_ui_sheet_map.csv,reports,1,current semantics,
BLOCKED,reports/phase9_audit_economic_mode_contract_reconciliation.csv,reports,2,current semantics,
BLOCKED,reports/phase9_audit_economic_mode_gate_matrix.csv,reports,1,current semantics,
BLOCKED,reports/phase9_closeout_gate_matrix.csv,reports,3,current semantics,
BLOCKED,reports/phase9_closeout_module_status.csv,reports,2,current semantics,
BLOCKED,reports/phase9_co2_cit_bridge_validation.csv,reports,2,current semantics,
BLOCKED,reports/phase9_co2_cit_dependency_matrix.csv,reports,3,current semantics,
BLOCKED,reports/phase9_co2_revenue_bridge_validation.csv,reports,2,current semantics,
BLOCKED,reports/phase9_cross_module_validation_matrix.csv,reports,1,current semantics,
BLOCKED,reports/phase9_cross_module_validation_results.csv,reports,14,current semantics,
BLOCKED,reports/phase9_distribution_account_gate_inventory.csv,reports,12,current semantics,
BLOCKED,reports/phase9_distribution_ownership_transition_matrix.csv,reports,2,current semantics,
BLOCKED,reports/phase9_distributionaccount_dependency_matrix.csv,reports,8,current semantics,
BLOCKED,reports/phase9_distributionaccount_gate_logic_validation.csv,reports,2,current semantics,
BLOCKED,reports/phase9_distributionaccount_runtime_wiring_validation.csv,reports,5,current semantics,
BLOCKED,reports/phase9_final_tuho_g20_gate_checklist.csv,reports,2,current semantics,
BLOCKED,reports/phase9_final_tuho_parity_closeout_status.csv,reports,2,current semantics,
BLOCKED,reports/phase9_phasec_gate_refresh.csv,reports,6,current semantics,
BLOCKED,reports/phase9_phasec_runtime_validation_results.csv,reports,4,current semantics,
BLOCKED,reports/phase9_r99_r102_gate_validation_matrix.csv,reports,21,current semantics,
BLOCKED,reports/phase9_r99_r102_runtime_flag_gate_review.csv,reports,6,current semantics,
BLOCKED,reports/phase9_r99_r102_runtime_flag_state_matrix.csv,reports,6,current semantics,
BLOCKED,reports/phase9_r99_r102_runtime_wiring_gate_matrix.csv,reports,3,current semantics,
BLOCKED,reports/phase9_shl_r102_input_contract.csv,reports,1,current semantics,
BLOCKED,reports/phase9_sponsor_distribution_handoff_contract.csv,reports,2,current semantics,
BLOCKED,reports/phase9_tuho_calibration_gap_register.csv,reports,2,current semantics,
BLOCKED,reports/phase9_tuho_full_line_item_gap_register.csv,reports,1,current semantics,
BLOCKED,reports/phase9_tuho_full_line_item_horizontal_gap_analysis.csv,reports,1,current semantics,
BLOCKED,reports/phase9_tuho_full_line_item_horizontal_summary.csv,reports,1,current semantics,
BLOCKED,reports/phase9_tuho_full_line_item_parity_summary.csv,reports,1,current semantics,
BLOCKED,reports/phase9_tuho_full_semester_horizontal_summary.csv,reports,2,current semantics,
BLOCKED,reports/phase9_tuho_parity_gate_readiness.csv,reports,3,current semantics,
BLOCKED,reports/phase9_tuho_shl_repayment_alignment_gate_matrix.csv,reports,2,current semantics,
BLOCKED,reports/phase9_tuho_shl_repayment_alignment_runtime_validation.csv,reports,7,current semantics,
BLOCKED,tests/test_depreciation_canonical_module_design_doc.py,tests,2,current semantics,
BLOCKED,tests/test_depreciation_canonical_wiring.py,tests,2,current semantics,
BLOCKED,tests/test_distribution_account_engine.py,tests,23,current semantics,
BLOCKED,tests/test_model_stack_validation_pack.py,tests,1,current semantics,
BLOCKED,tests/test_phase10_calibration_reconciliation_pack.py,tests,2,current semantics,
BLOCKED,tests/test_phase10_co2_balancing_source_map_hardening.py,tests,2,current semantics,
BLOCKED,tests/test_phase10_evidence_coverage_and_runtime_binding_expansion.py,tests,1,current semantics,
BLOCKED,tests/test_phase10_excel_parity_export_foundation.py,tests,3,current semantics,
BLOCKED,tests/test_phase10_final_calibration_residual_closeout_pack.py,tests,2,current semantics,
BLOCKED,tests/test_phase10_human_readable_calibration_workbook.py,tests,2,current semantics,
BLOCKED,tests/test_phase10_institutional_workbook_skeleton.py,tests,2,current semantics,
BLOCKED,tests/test_phase10_reconciliation_irr_reporting_view.py,tests,2,current semantics,
BLOCKED,tests/test_phase11_institutional_export_product_polish.py,tests,2,current semantics,
BLOCKED,tests/test_phase12_audit_replay_metadata_hardening.py,tests,5,current semantics,
BLOCKED,tests/test_phase12_closeout_cleanup.py,tests,3,current semantics,
BLOCKED,tests/test_phase12_governance_semantics_cleanup.py,tests,4,current semantics,
BLOCKED,tests/test_phase12_persistence_and_saved_scenarios_foundation.py,tests,6,current semantics,
BLOCKED,tests/test_phase12_scenario_compare_and_history_workflow.py,tests,6,current semantics,
BLOCKED,tests/test_phase13_editable_grid_closeout.py,tests,2,current semantics,
BLOCKED,tests/test_phase13_editable_grid_hardening.py,tests,3,current semantics,
BLOCKED,tests/test_phase13_editable_grid_state_controls.py,tests,5,current semantics,
BLOCKED,tests/test_phase13_editable_grid_ux.py,tests,3,current semantics,
BLOCKED,tests/test_phase14_closeout_forensic_pack.py,tests,1,current semantics,
BLOCKED,tests/test_phase14_export_lineage_ui.py,tests,4,current semantics,
BLOCKED,tests/test_phase14_provenance_export_coverage.py,tests,5,current semantics,
BLOCKED,tests/test_phase14_reviewer_cover_notes.py,tests,5,current semantics,
BLOCKED,tests/test_phase14_scenario_compare_honesty.py,tests,3,current semantics,
BLOCKED,tests/test_phase14a_reviewer_productivity_polish.py,tests,1,current semantics,
BLOCKED,tests/test_phase14c_pilot_readiness_snapshot.py,tests,2,current semantics,
BLOCKED,tests/test_phase15_browser_workflow_verification.py,tests,2,current semantics,
BLOCKED,tests/test_phase15_closeout_review.py,tests,1,current semantics,
BLOCKED,tests/test_phase15_deployment_runbook.py,tests,2,current semantics,
BLOCKED,tests/test_phase15_e2e_integration_suite.py,tests,4,current semantics,
BLOCKED,tests/test_phase15_numeric_workbook_validation.py,tests,4,current semantics,
BLOCKED,tests/test_phase15_pilot_feedback_instrumentation.py,tests,1,current semantics,
BLOCKED,tests/test_phase15_pilot_issue_cleanup.py,tests,1,current semantics,
BLOCKED,tests/test_phase15_reviewer_handoff_pack.py,tests,5,current semantics,
BLOCKED,tests/test_phase15_test_marker_upgrade.py,tests,1,current semantics,
BLOCKED,tests/test_phase16_csp_inline_script_fix.py,tests,3,current semantics,
BLOCKED,tests/test_phase16_fresh_workspace_first_run_guard.py,tests,4,current semantics,
BLOCKED,tests/test_phase16_pilot_feedback_capture.py,tests,1,current semantics,
BLOCKED,tests/test_phase16_pilot_interactive_workflow_binding.py,tests,5,current semantics,
BLOCKED,tests/test_phase16_pilot_session_execution.py,tests,1,current semantics,
BLOCKED,tests/test_phase16_pilot_ui_workflow_blockers.py,tests,4,current semantics,
BLOCKED,tests/test_phase16_playwright_smoke_suite.py,tests,1,current semantics,
BLOCKED,tests/test_phase16_run_pipeline_and_runtime_render_fix.py,tests,4,current semantics,
BLOCKED,tests/test_phase16_runtime_state_visible_binding_fix.py,tests,3,current semantics,
BLOCKED,tests/test_phase16_visible_run_button_wiring_fix.py,tests,4,current semantics,
BLOCKED,tests/test_phase17_from_scratch_runtime_path.py,tests,1,current semantics,
BLOCKED,tests/test_phase17_new_project_foundation.py,tests,1,current semantics,
BLOCKED,tests/test_phase17_required_field_input_form.py,tests,1,current semantics,
BLOCKED,tests/test_phase17_ui_visual_foundation_state_clarity.py,tests,1,current semantics,
BLOCKED,tests/test_phase17_user_project_e2e_runtime_export_validation.py,tests,4,current semantics,
BLOCKED,tests/test_phase18_live_browser_user_project_smoke.py,tests,4,current semantics,
BLOCKED,tests/test_phase18_user_project_workbook_artifact_validation.py,tests,3,current semantics,
BLOCKED,tests/test_phase19_live_workbook_download_open_validation.py,tests,4,current semantics,
BLOCKED,tests/test_phase20b_scenario_data_model.py,tests,13,current semantics,
BLOCKED,tests/test_phase20d_inputs_primary_surface.py,tests,5,current semantics,
BLOCKED,tests/test_phase20f_active_scenario_runtime_binding.py,tests,4,current semantics,
BLOCKED,tests/test_phase21_template_render.py,tests,1,current semantics,
BLOCKED,tests/test_phase23a_frozen_excel_senior_debt_schedule_runtime_wiring.py,tests,1,current semantics,
BLOCKED,tests/test_phase23c_shl_distribution_lockup_review_frozen_schedule.py,tests,2,current semantics,
BLOCKED,tests/test_phase23d_prep_tuho_fixture_backed_frozen_senior_ds.py,tests,2,current semantics,
BLOCKED,tests/test_phase23e_shl_distribution_lockup_fixture_backed_frozen_ds.py,tests,1,current semantics,
BLOCKED,tests/test_phase23f_tuho_frozen_factory_opt_in_candidate.py,tests,3,current semantics,
BLOCKED,tests/test_phase23h_oborovo_shl_distribution_lockup_fix.py,tests,1,current semantics,
BLOCKED,tests/test_phase23k_oborovo_shl_opening_balance_bridge.py,tests,1,current semantics,
BLOCKED,tests/test_phase23l_oborovo_shl_amount_factory_correction.py,tests,1,current semantics,
BLOCKED,tests/test_phase25b_onboarding_help_demo_mode.py,tests,2,current semantics,
BLOCKED,tests/test_phase26d_deployment_observability.py,tests,2,current semantics,
BLOCKED,tests/test_phase27_frozen_path_external_validation_pack.py,tests,2,current semantics,
BLOCKED,tests/test_phase27b_validation_pack_export_presentation.py,tests,2,current semantics,
BLOCKED,tests/test_phase28_generic_project_path_validation.py,tests,2,current semantics,
BLOCKED,tests/test_phase29a_tuho_co2_revenue_deep_dive.py,tests,2,current semantics,
BLOCKED,tests/test_phase29b_oborovo_capex_sensitivity.py,tests,2,current semantics,
BLOCKED,tests/test_phase29c_post_validation_closeout.py,tests,2,current semantics,
BLOCKED,tests/test_phase36_legacy_streamlit_cleanup_clean_env_ci.py,tests,1,current semantics,
BLOCKED,tests/test_phase40_reviewer_run_execution_issue_triage.py,tests,1,current semantics,
BLOCKED,tests/test_phase41_pilot_launch_documentation_handoff.py,tests,3,current semantics,
BLOCKED,tests/test_phase42_pilot_launch_execution_first_observed_run.py,tests,3,current semantics,
BLOCKED,tests/test_phase43_pilot_ongoing_operations_issue_triage.py,tests,3,current semantics,
BLOCKED,tests/test_phase44_pilot_audit_trail_export_hygiene.py,tests,3,current semantics,
BLOCKED,tests/test_phase45_pilot_feedback_capture_first_real_user_session.py,tests,3,current semantics,
BLOCKED,tests/test_phase46_real_user_session_execution_feedback_analysis.py,tests,3,current semantics,
BLOCKED,tests/test_phase47_export_hygiene_runtime_metadata.py,tests,2,current semantics,
BLOCKED,tests/test_phase48_export_index_readme_sheet_polish.py,tests,6,current semantics,
BLOCKED,tests/test_phase49a_god_module_mapping_safe_extraction_plan.py,tests,1,current semantics,
BLOCKED,tests/test_phase49b_export_service_extraction.py,tests,1,current semantics,
BLOCKED,tests/test_phase49d1_post_download_characterization.py,tests,1,current semantics,
BLOCKED,tests/test_phase49d3a_export_audit_recording_characterization.py,tests,2,current semantics,
BLOCKED,tests/test_phase49d3b_export_audit_service_extraction.py,tests,5,current semantics,
BLOCKED,tests/test_phase49d3c_get_download_audit_service_wiring.py,tests,3,current semantics,
BLOCKED,tests/test_phase49d3d_post_download_audit_service_wiring.py,tests,3,current semantics,
BLOCKED,tests/test_phase51a_run_route_golden_characterization.py,tests,1,current semantics,
BLOCKED,tests/test_phase51c1_compare_route_golden_characterization.py,tests,1,current semantics,
BLOCKED,tests/test_phase51d1_validate_route_golden_characterization.py,tests,1,current semantics,
BLOCKED,tests/test_phase51e1_download_route_golden_characterization.py,tests,1,current semantics,
BLOCKED,tests/test_phase51o1_project_save_as_route_golden_characterization.py,tests,6,current semantics,
BLOCKED,tests/test_phase51o2_project_save_as_route_vertical_extraction.py,tests,5,current semantics,
BLOCKED,tests/test_phase52g_final_repository_boundary_mapping_closeout.py,tests,1,current semantics,
BLOCKED,tests/test_phase53c_persistence_exports_audit_extraction.py,tests,2,current semantics,
BLOCKED,tests/test_phase55f_validation_summary_context.py,tests,1,current semantics,
BLOCKED,tests/test_phase56g_ux_cleanup_closeout_visual_review.py,tests,1,current semantics,
BLOCKED,tests/test_phase56h_post_merge_visual_qa.py,tests,1,current semantics,
BLOCKED,tests/test_phase57a10a_capex_metadata_safe_columns.py,tests,2,current semantics,
BLOCKED,tests/test_phase57a10e_close_scalar_capex_metadata_persistence.py,tests,2,current semantics,
BLOCKED,tests/test_phase57a9e_capex_sub_lines_excel_export.py,tests,4,current semantics,
BLOCKED,tests/test_phase57a9h_scenario_duplication_capex_override_fix.py,tests,2,current semantics,
BLOCKED,tests/test_phase57c_validation_bar_semantics_design.py,tests,1,current semantics,
BLOCKED,tests/test_phase57c_validation_bar_semantics_fix.py,tests,3,current semantics,
BLOCKED,tests/test_phase8_cross_module_runtime_validation.py,tests,1,current semantics,
BLOCKED,tests/test_phase8_senior_debt_sizing_runtime_wiring.py,tests,3,current semantics,
BLOCKED,tests/test_phase9_5_excel_like_project_workspace_ui_design.py,tests,2,current semantics,
BLOCKED,tests/test_phase9_5_excel_like_project_workspace_ui_shell.py,tests,4,current semantics,
BLOCKED,tests/test_phase9_5_excel_like_sheet_content_foundation.py,tests,1,current semantics,
BLOCKED,tests/test_phase9_5_live_project_context_ui_binding.py,tests,2,current semantics,
BLOCKED,tests/test_phase9_5_output_tabs_runtime_summary_binding.py,tests,5,current semantics,
BLOCKED,tests/test_phase9_audit_economic_mode_contract.py,tests,2,current semantics,
BLOCKED,tests/test_phase9_audit_economic_mode_contract_reconciliation.py,tests,8,current semantics,
BLOCKED,tests/test_phase9_closeout_gate_report.py,tests,5,current semantics,
BLOCKED,tests/test_phase9_co2_cit_bridge.py,tests,5,current semantics,
BLOCKED,tests/test_phase9_co2_cit_bridge_design.py,tests,12,current semantics,
BLOCKED,tests/test_phase9_co2_revenue_bridge.py,tests,4,current semantics,
BLOCKED,tests/test_phase9_cross_module_validation_pack.py,tests,6,current semantics,
BLOCKED,tests/test_phase9_distribution_ownership_transition_design.py,tests,4,current semantics,
BLOCKED,tests/test_phase9_distributionaccount_dualrun_validation.py,tests,5,current semantics,
BLOCKED,tests/test_phase9_distributionaccount_gate_logic.py,tests,2,current semantics,
BLOCKED,tests/test_phase9_distributionaccount_runtime_design.py,tests,5,current semantics,
BLOCKED,tests/test_phase9_distributionaccount_runtime_wiring.py,tests,1,current semantics,
BLOCKED,tests/test_phase9_equity_irr_method_reconciliation.py,tests,3,current semantics,
BLOCKED,tests/test_phase9_final_tuho_parity_closeout_review.py,tests,1,current semantics,
BLOCKED,tests/test_phase9_phasec_post_runtime_validation.py,tests,10,current semantics,
BLOCKED,tests/test_phase9_r99_r102_audit_gate_validation.py,tests,12,current semantics,
BLOCKED,tests/test_phase9_r99_r102_readiness_lockup_and_irr_reconciliation.py,tests,4,current semantics,
BLOCKED,tests/test_phase9_r99_r102_runtime_flag_design_review.py,tests,7,current semantics,
BLOCKED,tests/test_phase9_shl_r102_runtime_wiring.py,tests,5,current semantics,
BLOCKED,tests/test_phase9_sponsor_distribution_handoff_implementation.py,tests,4,current semantics,
BLOCKED,tests/test_phase9_tuho_calibration_deep_dive.py,tests,1,current semantics,
BLOCKED,tests/test_phase9_tuho_equity_irr_excel_extraction.py,tests,5,current semantics,
BLOCKED,tests/test_phase9_tuho_equity_irr_excel_source_map.py,tests,3,current semantics,
BLOCKED,tests/test_phase9_tuho_equity_irr_xirr_horizon_alignment_investigation.py,tests,3,current semantics,
BLOCKED,tests/test_phase9_tuho_full_line_item_horizontal_review_workbook.py,tests,1,current semantics,
BLOCKED,tests/test_phase9_tuho_full_line_item_parity_pack.py,tests,3,current semantics,
BLOCKED,tests/test_phase9_tuho_full_semester_horizontal_parity_workbook.py,tests,6,current semantics,
BLOCKED,tests/test_phase9_tuho_investment_base_alignment_investigation.py,tests,2,current semantics,
BLOCKED,tests/test_phase9_tuho_oborovo_calibration_review.py,tests,1,current semantics,
BLOCKED,tests/test_phase9_tuho_shl_mechanics_discovery.py,tests,3,current semantics,
BLOCKED,tests/test_phase9_tuho_shl_repayment_trigger_alignment_design.py,tests,2,current semantics,
BLOCKED,tests/test_phase9_tuho_shl_repayment_trigger_alignment_implementation.py,tests,1,current semantics,
BLOCKED,tests/test_phase9_tuho_shl_repayment_trigger_investigation.py,tests,1,current semantics,
BLOCKED,tests/test_phase_c3_construction_parity_snapshot_design.py,tests,8,current semantics,
BLOCKED,tests/test_phase_d2_depreciation_flag_discipline.py,tests,2,current semantics,
BLOCKED,tests/test_phase_rpar2_decision_discovery.py,tests,2,current semantics,
BLOCKED,tests/test_r99_r102_runtime_wiring_design_doc.py,tests,9,current semantics,
BLOCKED,tests/test_senior_debt_canonical_module_design_doc.py,tests,2,current semantics,
BLOCKED,tests/test_shl_canonical_module_design_doc.py,tests,2,current semantics,
BLOCKED,tests/test_shl_canonical_wiring.py,tests,2,current semantics,
BLOCKED,tests/test_shl_r102_runtime_wiring_design_doc.py,tests,1,current semantics,
BLOCKED,tests/test_shl_runtime_flag.py,tests,3,current semantics,
BLOCKED,tests/test_sponsor_distribution_handoff_design_doc.py,tests,1,current semantics,
BLOCKED,tests/test_targeted_cleanup_e2e_workflow.py,tests,2,current semantics,
ENGINEERING_FOLLOWUP,app/export/calibration_reconciliation.py,app,8,current semantics,
ENGINEERING_FOLLOWUP,reports/phase10_final_residual_registry.csv,reports,3,current semantics,
ENGINEERING_FOLLOWUP,reports/phase10_phase11_carry_forward_items.csv,reports,3,current semantics,
ENGINEERING_FOLLOWUP,reports/phase12_governance_label_usage_matrix.csv,reports,7,current semantics,
ENGINEERING_FOLLOWUP,reports/phase12_governance_semantics_dictionary.csv,reports,1,current semantics,
ENGINEERING_FOLLOWUP,tests/test_phase10_final_calibration_residual_closeout_pack.py,tests,1,current semantics,
ENGINEERING_FOLLOWUP,tests/test_phase12_governance_semantics_cleanup.py,tests,1,current semantics,
EVIDENCE_LIMITATION,app/export/calibration_reconciliation.py,app,19,current semantics,
EVIDENCE_LIMITATION,docs/phase10_co2_balancing_source_map_hardening.md,docs,1,current semantics,
EVIDENCE_LIMITATION,docs/phase12_governance_semantics_cleanup.md,docs,1,current semantics,
EVIDENCE_LIMITATION,reports/phase10_calibration_gap_register.csv,reports,2,current semantics,
EVIDENCE_LIMITATION,reports/phase10_calibration_reconciliation_summary.csv,reports,2,current semantics,
EVIDENCE_LIMITATION,reports/phase10_co2_balancing_evidence_quality.csv,reports,2,current semantics,
EVIDENCE_LIMITATION,reports/phase10_co2_balancing_gap_summary.csv,reports,2,current semantics,
EVIDENCE_LIMITATION,reports/phase10_co2_balancing_source_map.csv,reports,2,current semantics,
EVIDENCE_LIMITATION,reports/phase10_final_residual_registry.csv,reports,2,current semantics,
EVIDENCE_LIMITATION,reports/phase10_phase11_carry_forward_items.csv,reports,2,current semantics,
EVIDENCE_LIMITATION,reports/phase10_runtime_binding_gap_register.csv,reports,2,current semantics,
EVIDENCE_LIMITATION,reports/phase10_runtime_binding_inventory.csv,reports,2,current semantics,
EVIDENCE_LIMITATION,reports/phase12_governance_escalation_hierarchy.csv,reports,1,current semantics,
EVIDENCE_LIMITATION,reports/phase12_governance_label_usage_matrix.csv,reports,17,current semantics,
EVIDENCE_LIMITATION,reports/phase12_governance_semantics_dictionary.csv,reports,1,current semantics,
EVIDENCE_LIMITATION,tests/test_phase10_final_calibration_residual_closeout_pack.py,tests,1,current semantics,
EVIDENCE_LIMITATION,tests/test_phase12_governance_semantics_cleanup.py,tests,1,current semantics,
FAIL,app/auth.py,app,2,current semantics,
FAIL,app/cli/commands.py,app,1,current semantics,
FAIL,app/export/calibration_reconciliation.py,app,18,current semantics,
FAIL,app/validation_framework.py,app,1,current semantics,
FAIL,docs/CODEX_HELLO.md,docs,3,current semantics,
FAIL,docs/archive/legacy_prompts/SPRINT2_REPORT.md,docs,2,current semantics,
FAIL,docs/archive/legacy_prompts/SPRINT3_REPORT.md,docs,2,current semantics,
FAIL,docs/archive/legacy_prompts/SPRINT4_BACKLOG.md,docs,1,current semantics,
FAIL,docs/archive/legacy_prompts/SPRINT_REPORT.md,docs,1,current semantics,
FAIL,docs/auth_security.md,docs,1,current semantics,
FAIL,docs/deployment_smoke_checklist.md,docs,1,current semantics,
FAIL,docs/depreciation_review_package.md,docs,1,current semantics,
FAIL,docs/phase10_calibration_gap_reconciliation_pack.md,docs,1,current semantics,
FAIL,docs/phase10_review_pack_polish_and_lender_navigation.md,docs,1,current semantics,
FAIL,docs/phase12_governance_semantics_cleanup.md,docs,1,current semantics,
FAIL,docs/phase16_pilot_feedback_capture.md,docs,2,current semantics,
FAIL,docs/phase16_pilot_session_execution.md,docs,2,current semantics,
FAIL,docs/phase16_playwright_smoke_suite.md,docs,1,current semantics,
FAIL,docs/phase20p_revenue_opex_cfads_diagnostic_bridge.md,docs,21,current semantics,
FAIL,docs/phase20t_oborovo_dscr_cash_base_diagnostic.md,docs,10,current semantics,
FAIL,docs/phase20u_a2_revenue_opex_raw_excel_reconciliation.md,docs,1,current semantics,
FAIL,docs/phase20u_opex_line_item_reconciliation.md,docs,1,current semantics,
FAIL,docs/phase24_closeout_pilot_readiness_review.md,docs,1,current semantics,
FAIL,docs/phase24b_scenario_state_banner_validation_bar.md,docs,2,current semantics,
FAIL,docs/phase24e_audit_reconciliation_tab.md,docs,1,current semantics,
FAIL,docs/phase31_oborovo_opex_gap_deep_dive.md,docs,4,current semantics,
FAIL,docs/phase54b_ui_information_architecture_workflows.md,docs,1,current semantics,
