project,group_code,item_code,item_name,year_index,basis,primary_driver,base_amount_keur,inflation_rate,inflation_factor,active,explicit_schedule_value_keur,manual_override_keur,contingency_rate,contingency_base_keur,base_component_keur,inflation_component_keur,volume_component_keur,step_change_component_keur,active_flag_component_keur,contingency_component_keur,manual_override_component_keur,resulting_amount_keur,total_movement_vs_base_keur,reconciliation_delta_keur,notes
TUHO,B.02,B.02.6,Met Station Maintenance,19,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.4282462475762734,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.7,Blade Maintenance,19,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.4282462475762734,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.8,Vehicle or Special Equipment Maintenance,19,fixed_annual_keur,INFLATION,8.0,0.02,1.4282462475762734,True,,,,,8.0,3.425969980610187,0.0,0.0,0.0,0.0,0.0,11.425969980610187,3.425969980610187,0.0,
TUHO,B.02,B.02.9,Others,19,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.4282462475762734,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.10,Met Station 2,19,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.4282462475762734,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.1,O&M Preventive and Corrective,20,explicit_schedule,EXPLICIT_SCHEDULE,385.6,0.0,1.0,True,676.0,,,,385.6,0.0,0.0,290.4,0.0,0.0,0.0,676.0,290.4,0.0,
TUHO,B.02,B.02.2,Minor Maintenance,20,fixed_annual_keur,INFLATION,27.0,0.02,1.4568111725277988,True,,,,,27.0,12.333901658250568,0.0,0.0,0.0,0.0,0.0,39.33390165825057,12.333901658250568,0.0,
TUHO,B.02,B.02.3,HV Substation and O&M Building,20,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.4568111725277988,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.4,Regulatory Inspections,20,fixed_annual_keur,INFLATION,6.0,0.02,1.4568111725277988,True,,,,,6.0,2.7408670351667936,0.0,0.0,0.0,0.0,0.0,8.740867035166794,2.7408670351667936,0.0,
TUHO,B.02,B.02.5,HSE Prevention Plan,20,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.4568111725277988,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.6,Met Station Maintenance,20,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.4568111725277988,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.7,Blade Maintenance,20,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.4568111725277988,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.8,Vehicle or Special Equipment Maintenance,20,fixed_annual_keur,INFLATION,8.0,0.02,1.4568111725277988,True,,,,,8.0,3.6544893802223903,0.0,0.0,0.0,0.0,0.0,11.65448938022239,3.6544893802223903,0.0,
TUHO,B.02,B.02.9,Others,20,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.4568111725277988,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.10,Met Station 2,20,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.4568111725277988,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.1,O&M Preventive and Corrective,21,explicit_schedule,EXPLICIT_SCHEDULE,385.6,0.0,1.0,True,756.0,,,,385.6,0.0,0.0,370.4,0.0,0.0,0.0,756.0,370.4,0.0,step change: 676.0 -> 756.0
TUHO,B.02,B.02.2,Minor Maintenance,21,fixed_annual_keur,INFLATION,27.0,0.02,1.485947395978355,True,,,,,27.0,13.120579691415585,0.0,0.0,0.0,0.0,0.0,40.120579691415585,13.120579691415585,0.0,
TUHO,B.02,B.02.3,HV Substation and O&M Building,21,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.485947395978355,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.4,Regulatory Inspections,21,fixed_annual_keur,INFLATION,6.0,0.02,1.485947395978355,True,,,,,6.0,2.9156843758701285,0.0,0.0,0.0,0.0,0.0,8.915684375870129,2.9156843758701285,0.0,
TUHO,B.02,B.02.5,HSE Prevention Plan,21,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.485947395978355,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.6,Met Station Maintenance,21,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.485947395978355,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.7,Blade Maintenance,21,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.485947395978355,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.8,Vehicle or Special Equipment Maintenance,21,fixed_annual_keur,INFLATION,8.0,0.02,1.485947395978355,True,,,,,8.0,3.887579167826839,0.0,0.0,0.0,0.0,0.0,11.88757916782684,3.887579167826839,0.0,
TUHO,B.02,B.02.9,Others,21,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.485947395978355,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.10,Met Station 2,21,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.485947395978355,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.1,O&M Preventive and Corrective,22,explicit_schedule,EXPLICIT_SCHEDULE,385.6,0.0,1.0,True,756.0,,,,385.6,0.0,0.0,370.4,0.0,0.0,0.0,756.0,370.4,0.0,
TUHO,B.02,B.02.2,Minor Maintenance,22,fixed_annual_keur,INFLATION,27.0,0.02,1.5156663438979219,True,,,,,27.0,13.922991285243889,0.0,0.0,0.0,0.0,0.0,40.92299128524389,13.922991285243889,0.0,
TUHO,B.02,B.02.3,HV Substation and O&M Building,22,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5156663438979219,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.4,Regulatory Inspections,22,fixed_annual_keur,INFLATION,6.0,0.02,1.5156663438979219,True,,,,,6.0,3.093998063387531,0.0,0.0,0.0,0.0,0.0,9.09399806338753,3.093998063387531,0.0,
TUHO,B.02,B.02.5,HSE Prevention Plan,22,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5156663438979219,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.6,Met Station Maintenance,22,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5156663438979219,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.7,Blade Maintenance,22,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5156663438979219,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.8,Vehicle or Special Equipment Maintenance,22,fixed_annual_keur,INFLATION,8.0,0.02,1.5156663438979219,True,,,,,8.0,4.125330751183375,0.0,0.0,0.0,0.0,0.0,12.125330751183375,4.125330751183375,0.0,
TUHO,B.02,B.02.9,Others,22,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5156663438979219,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.10,Met Station 2,22,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5156663438979219,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.1,O&M Preventive and Corrective,23,explicit_schedule,EXPLICIT_SCHEDULE,385.6,0.0,1.0,True,756.0,,,,385.6,0.0,0.0,370.4,0.0,0.0,0.0,756.0,370.4,0.0,
TUHO,B.02,B.02.2,Minor Maintenance,23,fixed_annual_keur,INFLATION,27.0,0.02,1.5459796707758804,True,,,,,27.0,14.741451110948773,0.0,0.0,0.0,0.0,0.0,41.74145111094877,14.741451110948773,0.0,
TUHO,B.02,B.02.3,HV Substation and O&M Building,23,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5459796707758804,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.4,Regulatory Inspections,23,fixed_annual_keur,INFLATION,6.0,0.02,1.5459796707758804,True,,,,,6.0,3.2758780246552828,0.0,0.0,0.0,0.0,0.0,9.275878024655283,3.2758780246552828,0.0,
TUHO,B.02,B.02.5,HSE Prevention Plan,23,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5459796707758804,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.6,Met Station Maintenance,23,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5459796707758804,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.7,Blade Maintenance,23,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5459796707758804,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.8,Vehicle or Special Equipment Maintenance,23,fixed_annual_keur,INFLATION,8.0,0.02,1.5459796707758804,True,,,,,8.0,4.367837366207043,0.0,0.0,0.0,0.0,0.0,12.367837366207043,4.367837366207043,0.0,
TUHO,B.02,B.02.9,Others,23,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5459796707758804,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.10,Met Station 2,23,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5459796707758804,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.1,O&M Preventive and Corrective,24,explicit_schedule,EXPLICIT_SCHEDULE,385.6,0.0,1.0,True,756.0,,,,385.6,0.0,0.0,370.4,0.0,0.0,0.0,756.0,370.4,0.0,
TUHO,B.02,B.02.2,Minor Maintenance,24,fixed_annual_keur,INFLATION,27.0,0.02,1.5768992641913981,True,,,,,27.0,15.57628013316775,0.0,0.0,0.0,0.0,0.0,42.57628013316775,15.57628013316775,0.0,
TUHO,B.02,B.02.3,HV Substation and O&M Building,24,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5768992641913981,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.4,Regulatory Inspections,24,fixed_annual_keur,INFLATION,6.0,0.02,1.5768992641913981,True,,,,,6.0,3.461395585148388,0.0,0.0,0.0,0.0,0.0,9.461395585148388,3.461395585148388,0.0,
TUHO,B.02,B.02.5,HSE Prevention Plan,24,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5768992641913981,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.6,Met Station Maintenance,24,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5768992641913981,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.7,Blade Maintenance,24,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5768992641913981,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.8,Vehicle or Special Equipment Maintenance,24,fixed_annual_keur,INFLATION,8.0,0.02,1.5768992641913981,True,,,,,8.0,4.615194113531185,0.0,0.0,0.0,0.0,0.0,12.615194113531185,4.615194113531185,0.0,
TUHO,B.02,B.02.9,Others,24,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5768992641913981,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.10,Met Station 2,24,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.5768992641913981,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.1,O&M Preventive and Corrective,25,explicit_schedule,EXPLICIT_SCHEDULE,385.6,0.0,1.0,True,756.0,,,,385.6,0.0,0.0,370.4,0.0,0.0,0.0,756.0,370.4,0.0,
TUHO,B.02,B.02.2,Minor Maintenance,25,fixed_annual_keur,INFLATION,27.0,0.02,1.6084372494752261,True,,,,,27.0,16.427805735831107,0.0,0.0,0.0,0.0,0.0,43.42780573583111,16.427805735831107,0.0,
TUHO,B.02,B.02.3,HV Substation and O&M Building,25,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6084372494752261,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.4,Regulatory Inspections,25,fixed_annual_keur,INFLATION,6.0,0.02,1.6084372494752261,True,,,,,6.0,3.650623496851356,0.0,0.0,0.0,0.0,0.0,9.650623496851356,3.650623496851356,0.0,
TUHO,B.02,B.02.5,HSE Prevention Plan,25,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6084372494752261,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.6,Met Station Maintenance,25,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6084372494752261,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.7,Blade Maintenance,25,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6084372494752261,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.8,Vehicle or Special Equipment Maintenance,25,fixed_annual_keur,INFLATION,8.0,0.02,1.6084372494752261,True,,,,,8.0,4.867497995801809,0.0,0.0,0.0,0.0,0.0,12.86749799580181,4.867497995801809,0.0,
TUHO,B.02,B.02.9,Others,25,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6084372494752261,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.10,Met Station 2,25,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6084372494752261,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.1,O&M Preventive and Corrective,26,explicit_schedule,EXPLICIT_SCHEDULE,385.6,0.0,1.0,True,828.0,,,,385.6,0.0,0.0,442.4,0.0,0.0,0.0,828.0,442.4,0.0,step change: 756.0 -> 828.0
TUHO,B.02,B.02.2,Minor Maintenance,26,fixed_annual_keur,INFLATION,27.0,0.02,1.6406059944647307,True,,,,,27.0,17.296361850547726,0.0,0.0,0.0,0.0,0.0,44.296361850547726,17.296361850547726,0.0,
TUHO,B.02,B.02.3,HV Substation and O&M Building,26,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6406059944647307,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.4,Regulatory Inspections,26,fixed_annual_keur,INFLATION,6.0,0.02,1.6406059944647307,True,,,,,6.0,3.8436359667883835,0.0,0.0,0.0,0.0,0.0,9.843635966788383,3.8436359667883835,0.0,
TUHO,B.02,B.02.5,HSE Prevention Plan,26,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6406059944647307,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.6,Met Station Maintenance,26,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6406059944647307,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.7,Blade Maintenance,26,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6406059944647307,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.8,Vehicle or Special Equipment Maintenance,26,fixed_annual_keur,INFLATION,8.0,0.02,1.6406059944647307,True,,,,,8.0,5.124847955717845,0.0,0.0,0.0,0.0,0.0,13.124847955717845,5.124847955717845,0.0,
TUHO,B.02,B.02.9,Others,26,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6406059944647307,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.10,Met Station 2,26,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6406059944647307,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.1,O&M Preventive and Corrective,27,explicit_schedule,EXPLICIT_SCHEDULE,385.6,0.0,1.0,True,828.0,,,,385.6,0.0,0.0,442.4,0.0,0.0,0.0,828.0,442.4,0.0,
TUHO,B.02,B.02.2,Minor Maintenance,27,fixed_annual_keur,INFLATION,27.0,0.02,1.6734181143540252,True,,,,,27.0,18.18228908755868,0.0,0.0,0.0,0.0,0.0,45.18228908755868,18.18228908755868,0.0,
TUHO,B.02,B.02.3,HV Substation and O&M Building,27,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6734181143540252,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.4,Regulatory Inspections,27,fixed_annual_keur,INFLATION,6.0,0.02,1.6734181143540252,True,,,,,6.0,4.040508686124152,0.0,0.0,0.0,0.0,0.0,10.040508686124152,4.040508686124152,0.0,
TUHO,B.02,B.02.5,HSE Prevention Plan,27,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6734181143540252,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.6,Met Station Maintenance,27,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6734181143540252,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.7,Blade Maintenance,27,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6734181143540252,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.8,Vehicle or Special Equipment Maintenance,27,fixed_annual_keur,INFLATION,8.0,0.02,1.6734181143540252,True,,,,,8.0,5.387344914832202,0.0,0.0,0.0,0.0,0.0,13.387344914832202,5.387344914832202,0.0,
TUHO,B.02,B.02.9,Others,27,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6734181143540252,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.10,Met Station 2,27,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.6734181143540252,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.1,O&M Preventive and Corrective,28,explicit_schedule,EXPLICIT_SCHEDULE,385.6,0.0,1.0,True,828.0,,,,385.6,0.0,0.0,442.4,0.0,0.0,0.0,828.0,442.4,0.0,
TUHO,B.02,B.02.2,Minor Maintenance,28,fixed_annual_keur,INFLATION,27.0,0.02,1.7068864766411058,True,,,,,27.0,19.08593486930986,0.0,0.0,0.0,0.0,0.0,46.08593486930986,19.08593486930986,0.0,
TUHO,B.02,B.02.3,HV Substation and O&M Building,28,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.7068864766411058,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.4,Regulatory Inspections,28,fixed_annual_keur,INFLATION,6.0,0.02,1.7068864766411058,True,,,,,6.0,4.2413188598466345,0.0,0.0,0.0,0.0,0.0,10.241318859846634,4.2413188598466345,0.0,
TUHO,B.02,B.02.5,HSE Prevention Plan,28,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.7068864766411058,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.6,Met Station Maintenance,28,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.7068864766411058,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.7,Blade Maintenance,28,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.7068864766411058,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.8,Vehicle or Special Equipment Maintenance,28,fixed_annual_keur,INFLATION,8.0,0.02,1.7068864766411058,True,,,,,8.0,5.655091813128847,0.0,0.0,0.0,0.0,0.0,13.655091813128847,5.655091813128847,0.0,
TUHO,B.02,B.02.9,Others,28,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.7068864766411058,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.10,Met Station 2,28,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.7068864766411058,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.1,O&M Preventive and Corrective,29,explicit_schedule,EXPLICIT_SCHEDULE,385.6,0.0,1.0,True,828.0,,,,385.6,0.0,0.0,442.4,0.0,0.0,0.0,828.0,442.4,0.0,
TUHO,B.02,B.02.2,Minor Maintenance,29,fixed_annual_keur,INFLATION,27.0,0.02,1.741024206173928,True,,,,,27.0,20.007653566696057,0.0,0.0,0.0,0.0,0.0,47.00765356669606,20.007653566696057,0.0,
TUHO,B.02,B.02.3,HV Substation and O&M Building,29,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.741024206173928,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.4,Regulatory Inspections,29,fixed_annual_keur,INFLATION,6.0,0.02,1.741024206173928,True,,,,,6.0,4.446145237043568,0.0,0.0,0.0,0.0,0.0,10.446145237043568,4.446145237043568,0.0,
TUHO,B.02,B.02.5,HSE Prevention Plan,29,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.741024206173928,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.6,Met Station Maintenance,29,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.741024206173928,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.7,Blade Maintenance,29,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.741024206173928,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.8,Vehicle or Special Equipment Maintenance,29,fixed_annual_keur,INFLATION,8.0,0.02,1.741024206173928,True,,,,,8.0,5.9281936493914245,0.0,0.0,0.0,0.0,0.0,13.928193649391424,5.9281936493914245,0.0,
TUHO,B.02,B.02.9,Others,29,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.741024206173928,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.10,Met Station 2,29,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.741024206173928,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.1,O&M Preventive and Corrective,30,explicit_schedule,EXPLICIT_SCHEDULE,385.6,0.0,1.0,True,828.0,,,,385.6,0.0,0.0,442.4,0.0,0.0,0.0,828.0,442.4,0.0,
TUHO,B.02,B.02.2,Minor Maintenance,30,fixed_annual_keur,INFLATION,27.0,0.02,1.7758446902974065,True,,,,,27.0,20.947806638029974,0.0,0.0,0.0,0.0,0.0,47.947806638029974,20.947806638029974,0.0,
TUHO,B.02,B.02.3,HV Substation and O&M Building,30,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.7758446902974065,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.4,Regulatory Inspections,30,fixed_annual_keur,INFLATION,6.0,0.02,1.7758446902974065,True,,,,,6.0,4.65506814178444,0.0,0.0,0.0,0.0,0.0,10.65506814178444,4.65506814178444,0.0,
TUHO,B.02,B.02.5,HSE Prevention Plan,30,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.7758446902974065,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.6,Met Station Maintenance,30,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.7758446902974065,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.7,Blade Maintenance,30,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.7758446902974065,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.8,Vehicle or Special Equipment Maintenance,30,fixed_annual_keur,INFLATION,8.0,0.02,1.7758446902974065,True,,,,,8.0,6.206757522379252,0.0,0.0,0.0,0.0,0.0,14.206757522379252,6.206757522379252,0.0,
TUHO,B.02,B.02.9,Others,30,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.7758446902974065,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.02,B.02.10,Met Station 2,30,fixed_annual_keur,ZERO_LINE,0.0,0.02,1.7758446902974065,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
TUHO,B.03,B.03.1,Vegetation management,1,fixed_annual_keur,INFLATION,28.0,0.02,1.0,True,,,,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,
TUHO,B.03,B.03.2,Repair roads,1,fixed_annual_keur,INFLATION,20.0,0.02,1.0,True,,,,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,
TUHO,B.03,B.03.3,Pest control,1,fixed_annual_keur,INFLATION,10.0,0.02,1.0,True,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,
TUHO,B.03,B.03.4,Inspections,1,fixed_annual_keur,INFLATION,10.0,0.02,1.0,True,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,
TUHO,B.03,B.03.1,Vegetation management,2,fixed_annual_keur,INFLATION,28.0,0.02,1.02,True,,,,,28.0,0.5600000000000023,0.0,0.0,0.0,0.0,0.0,28.560000000000002,0.5600000000000023,0.0,
TUHO,B.03,B.03.2,Repair roads,2,fixed_annual_keur,INFLATION,20.0,0.02,1.02,True,,,,,20.0,0.3999999999999986,0.0,0.0,0.0,0.0,0.0,20.4,0.3999999999999986,0.0,
TUHO,B.03,B.03.3,Pest control,2,fixed_annual_keur,INFLATION,10.0,0.02,1.02,True,,,,,10.0,0.1999999999999993,0.0,0.0,0.0,0.0,0.0,10.2,0.1999999999999993,0.0,
