model,sheet,row,active_cell,label,field_id_candidate,canonical_field_id,disposition,technology_scope,runtime_status,scenario_eligible,priority,confidence,review_note
OBOROVO,Senior Debt & Refinancing,209,,Facility Bank 1,debt.facility_bank_1,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Bank-1 facility share. No registry field. No engine consumer.
OBOROVO,Senior Debt & Refinancing,217,,Structuring Fee,debt.structuring_fee,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Senior debt structuring fee. No registry field.
OBOROVO,Senior Debt & Refinancing,218,,Arrangement Fee,debt.arrangement_fee,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Senior debt arrangement fee. No registry field. Engine does not consume (debt is sized in the engine).
OBOROVO,Senior Debt & Refinancing,222,,Annual DSCR Increase,debt.annual_dscr_increase,,DERIVED_FROM_EXISTING_INPUT,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Derived from target DSCR + sweep; not a user-editable input in the Finco1 engine.
OBOROVO,Senior Debt & Refinancing,223,,Lock-up,debt.lock_up,,TRUE_DUPLICATE,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Pack lock_up is the same concept as engine.dscr.lockup; documented in unresolved_pack_id_evidence as engine-owned.
OBOROVO,Senior Debt & Refinancing,226,,Operation,debt.operation,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Operation toggle. No registry field.
OBOROVO,Senior Debt & Refinancing,232,,Swap Margin,debt.swap_margin,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Swap margin. No engine consumer (engine does not model swaps).
OBOROVO,Senior Debt & Refinancing,233,,Forward Swap Margin,debt.forward_swap_margin,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Forward swap margin. No registry field. No engine consumer (engine does not model swaps).
OBOROVO,Senior Debt & Refinancing,234,,Credit Valuation Adjustment,debt.credit_valuation_adjustment,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,CVA. No registry field. No engine consumer.
OBOROVO,Senior Debt & Refinancing,239,,Year of refinancing,debt.year_of_refinancing,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Refinancing year. No engine consumer (no refinancing modelled).
OBOROVO,Senior Debt & Refinancing,244,,Margin,debt.margin,,DERIVED_FROM_EXISTING_INPUT,Common,N/A,TRUE,P2_ENGINE,CONFIRMED,Derived from interest_rate_pct - base_rate; not a separate user input.
OBOROVO,Senior Debt & Refinancing,247,,Swap additionnal,debt.swap_additionnal,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Additional swap toggle. No engine consumer.
OBOROVO,Senior Debt & Refinancing,250,,Up-front fee (% of total refinancing),debt.up_front_fee_of_total_refinancing,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Up-front fee. No registry field.
OBOROVO,Junior / VAT / LC / Rates,259,,Maturity,facilities.maturity,,TRUE_DUPLICATE,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Same as debt.senior.tenor_years.
OBOROVO,Junior / VAT / LC / Rates,262,,J-DSCR,facilities.j_dscr,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Junior DSCR. No registry field.
OBOROVO,Junior / VAT / LC / Rates,266,,Junior Front End Fee,facilities.junior_front_end_fee,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Junior front-end fee. No registry field.
OBOROVO,Junior / VAT / LC / Rates,270,,Hedge Coverage,facilities.hedge_coverage,,MAPPED_TO_REGISTRY,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Mapped to registry ProjectInputs.financing.hedge_coverage (RUNTIME_PARTIALLY_BOUND in cross-walk; pack provides the editable cell).
OBOROVO,Junior / VAT / LC / Rates,276,,Amount paid in certificates,facilities.amount_paid_in_certificates,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,No registry field; no engine consumer.
OBOROVO,Junior / VAT / LC / Rates,278,,VAT% for VAT loan repayment,facilities.vat_for_vat_loan_repayment,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,VAT loan. No registry field.
OBOROVO,Junior / VAT / LC / Rates,286,,VAT collected,facilities.vat_collected,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,VAT collected. No registry field. No engine consumer.
OBOROVO,Junior / VAT / LC / Rates,291,,L/C Fee,facilities.l_c_fee,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,L/C fee. No registry field.
OBOROVO,Junior / VAT / LC / Rates,292,,Amount,facilities.amount,,DERIVED_FROM_EXISTING_INPUT,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Facility amount derived from capex + financing structure.
OBOROVO,Junior / VAT / LC / Rates,298,,Buffer on external source,facilities.buffer_on_external_source,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,No registry field; no engine consumer.
OBOROVO,Equity & Shareholder Loan,312,,Amount,equity.amount,,DERIVED_FROM_EXISTING_INPUT,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Equity amount is derived from capex - senior_debt; not a user input.
OBOROVO,Equity & Shareholder Loan,313,,Share Premium,equity.share_premium,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Share premium. No registry field. Single-SPV assumption.
OBOROVO,Equity & Shareholder Loan,314,,Shareholding,equity.shareholding,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Shareholder structure. No registry field.
OBOROVO,Equity & Shareholder Loan,320,,Dividend distribution,equity.dividend_distribution,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Dividend distribution toggle. No registry field; engine does not model dividend smoothing.
OBOROVO,Equity & Shareholder Loan,327,,% SHL,equity.shl,,TRUE_DUPLICATE,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Same as financing.shl_amount_keur (engine-owned closed-form).
OBOROVO,Equity & Shareholder Loan,335,,Equity Distribution Grace Period,equity.equity_distribution_grace_period,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Distribution grace period. No registry field.
OBOROVO,Equity & Shareholder Loan,336,,Delay Operation & Distribution Flows,equity.delay_operation_and_distribution_flows,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,No registry field; no engine consumer.
OBOROVO,Reserves & PPA Warranties,353,,0 months,reserves.0_months,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,DSRA initial months. No registry field; engine computes DSRA from CFADS.
OBOROVO,Reserves & PPA Warranties,360,,Period,reserves.period,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Reserve period. No registry field.
OBOROVO,Reserves & PPA Warranties,368,,Initial funding,reserves.initial_funding,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Reserve initial funding. No registry field.
OBOROVO,Reserves & PPA Warranties,369,,Start,reserves.start,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Reserve start period. No registry field.
OBOROVO,Depreciation,374,,Asset,depreciation.asset,,DERIVED_FROM_EXISTING_INPUT,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Asset depreciation is engine-owned (engine.depreciation.*); derived from capex schedule + useful life.
OBOROVO,Depreciation,392,,Commitment Fees,depreciation.commitment_fees,,TRUE_DUPLICATE,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Same as capex.F.commitment_fees (TEMPLATE_LOCKED).
OBOROVO,Depreciation,393,,Bank Fees,depreciation.bank_fees,,TRUE_DUPLICATE,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Same as capex.F.bank_fees (TEMPLATE_LOCKED).
OBOROVO,Depreciation,395,,Reserve Accounts,depreciation.reserve_accounts,,TRUE_DUPLICATE,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Same as capex.F.reserve_accounts (TEMPLATE_LOCKED).
OBOROVO,Tax & Accounting,403,,Rate,tax.rate,,MAPPED_TO_REGISTRY,Common,N/A,FALSE,P0,CONFIRMED,"Pack 'tax.rate' is a disambiguating label only; the registry has multiple rate fields (CIT, WHT, VAT). The disposition is MAPPED_TO_REGISTRY for the CIT cell and ENGINE_GAP for WHT/VAT (see canonical_to_pack_id_evidence)."
OBOROVO,Tax & Accounting,407,,Losses carried forward,tax.losses_carried_forward,,TRUE_DUPLICATE,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Pack losses_carried_forward is a MAX cap (years); registry tax.loss_carryforward_years is the editable years input. Documented as separate in unresolved_pack_id_evidence (tax.loss_carryforward_max_years).
OBOROVO,Tax & Accounting,408,,Cap,tax.cap,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Tax cap toggle. No registry field. No engine consumer.
OBOROVO,Tax & Accounting,410,,Legal Reserve,tax.legal_reserve,,MAPPED_TO_REGISTRY,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Mapped to registry ProjectInputs.tax.legal_reserve_cap (engine-owned closed-form; pack provides the editable cell).
OBOROVO,Tax & Accounting,412,,SHL interest rate cap applicable (foreign shareholder),tax.shl_interest_rate_cap_applicable_foreign_shareholder,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Mapped to registry ProjectInputs.tax.shl_cap_applies (engine-owned closed-form).
OBOROVO,Tax & Accounting,414,,Thin Capitalization,tax.thin_capitalization,,MAPPED_TO_REGISTRY,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Mapped to registry ProjectInputs.tax.thin_cap_enabled (engine-owned closed-form; pack provides the editable cell).
OBOROVO,Tax & Accounting,416,,Max. SHL interests expenses,tax.max_shl_interests_expenses,,MAPPED_TO_REGISTRY,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Mapped to registry ProjectInputs.tax.atad_min_interest_keur (engine-owned closed-form).
OBOROVO,Tax & Accounting,417,,Max. SHL interests % of EBITDA,tax.max_shl_interests_of_ebitda,,MAPPED_TO_REGISTRY,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Mapped to registry ProjectInputs.tax.atad_ebitda_limit (engine-owned closed-form).
OBOROVO,Tax & Accounting,422,,on debt interests,tax.on_debt_interests,,MAPPED_TO_REGISTRY,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Mapped to registry ProjectInputs.tax.wht_sponsor_shl_interest (RUNTIME_PARTIALLY_BOUND; pack provides the editable cell).
OBOROVO,Tax & Accounting,429,,on financial revenues,tax.on_financial_revenues,,MAPPED_TO_REGISTRY,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Mapped to registry ProjectInputs.tax.wht_sponsor_dividends (RUNTIME_PARTIALLY_BOUND; pack provides the editable cell).
OBOROVO,Tax & Accounting,430,,on upfront fees,tax.on_upfront_fees,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,WHT on upfront fees. No registry field. No engine consumer.
OBOROVO,Tax & Accounting,431,,on technical services,tax.on_technical_services,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,WHT on technical services. No registry field. No engine consumer.
OBOROVO,Tax & Accounting,432,,WHT on Senior Refinancing,tax.wht_on_senior_refinancing,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,WHT on senior refinancing. No registry field. No engine consumer (no refinancing model).
OBOROVO,Tax & Accounting,436,,Reimbursed,tax.reimbursed,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,WHT reimbursed toggle. No registry field.
OBOROVO,Tax & Accounting,438,,Rate,tax.rate,,MAPPED_TO_REGISTRY,Common,N/A,FALSE,P0,CONFIRMED,"Pack 'tax.rate' is a disambiguating label only; the registry has multiple rate fields (CIT, WHT, VAT). The disposition is MAPPED_TO_REGISTRY for the CIT cell and ENGINE_GAP for WHT/VAT (see canonical_to_pack_id_evidence)."
OBOROVO,Tax & Accounting,440,,VAT Break,tax.vat_break,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,VAT break flag. No registry field. No engine consumer.
OBOROVO,Tax & Accounting,444,,Rate,tax.rate,,MAPPED_TO_REGISTRY,Common,N/A,FALSE,P0,CONFIRMED,"Pack 'tax.rate' is a disambiguating label only; the registry has multiple rate fields (CIT, WHT, VAT). The disposition is MAPPED_TO_REGISTRY for the CIT cell and ENGINE_GAP for WHT/VAT (see canonical_to_pack_id_evidence)."
OBOROVO,FX / Macro / Discount Rates,448,,Currency,facilities.currency,,UI_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Currency is a display field on Inputs!E3 (TUHO). Engine uses EUR via project_setup.identity.country_market + financing.base_rate.
OBOROVO,FX / Macro / Discount Rates,451,,EUR inflation,facilities.eur_inflation,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,EUR inflation index. No registry field.
OBOROVO,FX / Macro / Discount Rates,455,,Cash Interest,facilities.cash_interest,,DERIVED_FROM_EXISTING_INPUT,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Cash interest is computed by the engine from senior_debt_amount_keur and margin_bps.
OBOROVO,FX / Macro / Discount Rates,456,,Interest on short term loan,facilities.interest_on_short_term_loan,,ENGINE_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,No registry field. Engine does not consume short-term loan interest.
OBOROVO,Warranties & Bonds,472,,Name,reserves.name,,UI_GAP,Common,N/A,FALSE,P2_ENGINE,CONFIRMED,Reserve account name; display only.
